DATE,CONTRACT_ID,PERSONAL_ID,BRAND,PREFECTURE,JOIN_FLAG,LEAVE_FLAG
2024-03-09,CT01657,CT01657,C,大阪府,1,0
2024-03-09,CT01306,CT01306,C,北海道,1,0
2024-03-09,CT04330,CT04330,A,北海道,1,0
2024-03-09,CT03005,CT03005,B,神奈川県,1,0
2024-03-09,CT05217,CT05217,A,京都府,1,0
2024-03-09,CT05638,CT05638,C,京都府,1,0
2024-03-09,CT06780,CT06780,A,福岡県,1,0
2024-03-09,CT04170,CT04170,C,福岡県,1,0
2024-03-09,CT00057,CT00057,C,京都府,1,0
2024-03-09,CT02753,CT02753,C,京都府,1,0
2024-03-09,CT00377,CT00377,C,福岡県,1,0
2024-03-10,CT01780,CT01780,B,愛知県,1,0
2024-03-10,CT06769,CT06769,C,京都府,1,0
2024-03-10,CT04338,CT04338,A,東京都,1,0
2024-03-10,CT00370,CT00370,C,愛知県,1,0
2024-03-10,CT04951,CT04951,A,愛知県,1,0
2024-03-10,CT05064,CT05064,A,東京都,1,0
2024-03-10,CT02915,CT02915,A,北海道,1,0
2024-03-10,CT06970,CT06970,B,愛知県,1,0
2024-03-10,CT05032,CT05032,A,東京都,1,0
2024-03-10,CT02269,CT02269,C,北海道,1,0
2024-03-10,CT01450,CT01450,B,愛知県,1,0
2024-03-10,CT05453,CT05453,A,東京都,1,0
2024-03-10,CT04498,CT04498,B,京都府,1,0
2024-03-10,CT04578,CT04578,B,東京都,1,0
2024-03-10,CT01128,CT01128,C,愛知県,1,0
2024-03-10,CT06392,CT06392,C,北海道,1,0
2024-03-10,CT03115,CT03115,A,東京都,1,0
2024-03-10,CT06180,CT06180,C,神奈川県,1,0
2024-03-10,CT01144,CT01144,A,北海道,1,0
2024-03-10,CT06781,CT06781,A,北海道,1,0
2024-03-10,CT00407,CT00407,C,北海道,1,0
2024-03-10,CT04855,CT04855,C,北海道,1,0
2024-03-10,CT03429,CT03429,C,京都府,1,0
2024-03-10,CT01157,CT01157,B,神奈川県,1,0
2024-03-10,CT01497,CT01497,B,愛知県,1,0
2024-03-10,CT00761,CT00761,C,神奈川県,1,0
2024-03-10,CT02634,CT02634,C,東京都,1,0
2024-03-10,CT04724,CT04724,C,愛知県,1,0
2024-03-10,CT04094,CT04094,C,大阪府,1,0
2024-03-10,CT01750,CT01750,C,京都府,1,0
2024-03-10,CT02809,CT02809,C,北海道,1,0
2024-03-11,CT05542,CT05542,C,京都府,1,0
2024-03-11,CT05530,CT05530,A,大阪府,1,0
2024-03-11,CT05966,CT05966,B,福岡県,1,0
2024-03-11,CT05983,CT05983,C,神奈川県,1,0
2024-03-11,CT01644,CT01644,C,大阪府,1,0
2024-03-11,CT01328,CT01328,B,大阪府,1,0
2024-03-11,CT02124,CT02124,A,東京都,1,0
2024-03-11,CT06018,CT06018,C,愛知県,1,0
2024-03-11,CT01357,CT01357,A,大阪府,1,0
2024-03-11,CT06254,CT06254,A,北海道,1,0
2024-03-11,CT05266,CT05266,C,東京都,1,0
2024-03-11,CT05579,CT05579,C,神奈川県,1,0
2024-03-11,CT03689,CT03689,A,東京都,1,0
2024-03-11,CT05269,CT05269,B,福岡県,1,0
2024-03-11,CT06993,CT06993,C,北海道,1,0
2024-03-11,CT00777,CT00777,C,愛知県,1,0
2024-03-11,CT06286,CT06286,B,東京都,1,0
2024-03-11,CT06978,CT06978,C,福岡県,1,0
2024-03-11,CT02168,CT02168,B,京都府,1,0
2024-03-11,CT06192,CT06192,C,北海道,1,0
2024-03-11,CT03777,CT03777,A,京都府,1,0
2024-03-11,CT05933,CT05933,A,神奈川県,1,0
2024-03-11,CT04843,CT04843,A,神奈川県,1,0
2024-03-11,CT01042,CT01042,B,神奈川県,1,0
2024-03-11,CT05011,CT05011,C,愛知県,1,0
2024-03-11,CT01025,CT01025,B,大阪府,1,0
2024-03-11,CT02328,CT02328,C,愛知県,1,0
2024-03-11,CT03917,CT03917,A,福岡県,1,0
2024-03-11,CT05106,CT05106,C,愛知県,1,0
2024-03-11,CT05096,CT05096,B,北海道,1,0
2024-03-11,CT01620,CT01620,A,大阪府,1,0
2024-03-11,CT00829,CT00829,C,京都府,1,0
2024-03-11,CT00644,CT00644,C,神奈川県,1,0
2024-03-11,CT04895,CT04895,C,神奈川県,1,0
2024-03-11,CT05743,CT05743,B,愛知県,1,0
2024-03-11,CT02024,CT02024,C,北海道,1,0
2024-03-11,CT04472,CT04472,A,北海道,1,0
2024-03-11,CT03104,CT03104,A,福岡県,1,0
2024-03-11,CT04240,CT04240,C,東京都,1,0
2024-03-11,CT04281,CT04281,C,愛知県,1,0
2024-03-11,CT00521,CT00521,A,愛知県,1,0
2024-03-11,CT02927,CT02927,C,大阪府,1,0
2024-03-11,CT06653,CT06653,A,福岡県,1,0
2024-03-11,CT02305,CT02305,A,大阪府,1,0
2024-03-11,CT04366,CT04366,C,神奈川県,1,0
2024-03-11,CT01106,CT01106,C,北海道,1,0
2024-03-11,CT00530,CT00530,C,東京都,1,0
2024-03-12,CT04509,CT04509,C,大阪府,1,0
2024-03-12,CT03678,CT03678,C,愛知県,1,0
2024-03-12,CT03159,CT03159,A,大阪府,1,0
2024-03-12,CT05221,CT05221,C,愛知県,1,0
2024-03-12,CT04457,CT04457,B,神奈川県,1,0
2024-03-12,CT02477,CT02477,A,京都府,1,0
2024-03-12,CT05367,CT05367,A,北海道,1,0
2024-03-12,CT03203,CT03203,B,京都府,1,0
2024-03-12,CT06191,CT06191,C,東京都,1,0
2024-03-12,CT05360,CT05360,B,京都府,1,0
2024-03-12,CT03769,CT03769,B,東京都,1,0
2024-03-12,CT05352,CT05352,C,京都府,1,0
2024-03-12,CT04686,CT04686,A,東京都,1,0
2024-03-12,CT03301,CT03301,B,福岡県,1,0
2024-03-12,CT00578,CT00578,B,東京都,1,0
2024-03-12,CT00027,CT00027,A,愛知県,1,0
2024-03-12,CT04438,CT04438,A,大阪府,1,0
2024-03-12,CT06640,CT06640,C,愛知県,1,0
2024-03-12,CT04850,CT04850,A,北海道,1,0
2024-03-12,CT05980,CT05980,B,大阪府,1,0
2024-03-12,CT05251,CT05251,A,東京都,1,0
2024-03-12,CT06936,CT06936,A,神奈川県,1,0
2024-03-12,CT04586,CT04586,B,北海道,1,0
2024-03-12,CT05559,CT05559,A,北海道,1,0
2024-03-12,CT00103,CT00103,B,大阪府,1,0
2024-03-12,CT00792,CT00792,B,北海道,1,0
2024-03-12,CT01439,CT01439,A,大阪府,1,0
2024-03-12,CT05231,CT05231,A,東京都,1,0
2024-03-12,CT06778,CT06778,C,東京都,1,0
2024-03-12,CT03600,CT03600,B,東京都,1,0
2024-03-12,CT05229,CT05229,A,神奈川県,1,0
2024-03-12,CT04011,CT04011,A,愛知県,1,0
2024-03-12,CT01243,CT01243,A,大阪府,1,0
2024-03-12,CT05908,CT05908,B,京都府,1,0
2024-03-12,CT01490,CT01490,A,東京都,1,0
2024-03-12,CT02628,CT02628,A,大阪府,1,0
2024-03-12,CT01995,CT01995,A,福岡県,1,0
2024-03-12,CT03885,CT03885,C,福岡県,1,0
2024-03-12,CT04520,CT04520,A,北海道,1,0
2024-03-12,CT06508,CT06508,B,北海道,1,0
2024-03-12,CT02780,CT02780,A,福岡県,1,0
2024-03-13,CT00327,CT00327,C,京都府,1,0
2024-03-13,CT04658,CT04658,A,神奈川県,1,0
2024-03-13,CT05205,CT05205,B,大阪府,1,0
2024-03-13,CT02211,CT02211,C,大阪府,1,0
2024-03-13,CT04874,CT04874,A,愛知県,1,0
2024-03-13,CT06677,CT06677,C,愛知県,1,0
2024-03-13,CT03038,CT03038,A,神奈川県,1,0
2024-03-13,CT00696,CT00696,B,京都府,1,0
2024-03-13,CT00827,CT00827,B,京都府,1,0
2024-03-13,CT01360,CT01360,C,京都府,1,0
2024-03-13,CT04889,CT04889,A,愛知県,1,0
2024-03-13,CT02341,CT02341,A,京都府,1,0
2024-03-13,CT00212,CT00212,C,東京都,1,0
2024-03-13,CT03545,CT03545,C,大阪府,1,0
2024-03-13,CT02238,CT02238,A,北海道,1,0
2024-03-13,CT03611,CT03611,C,京都府,1,0
2024-03-13,CT05702,CT05702,B,大阪府,1,0
2024-03-13,CT01979,CT01979,A,東京都,1,0
2024-03-13,CT06724,CT06724,C,京都府,1,0
2024-03-13,CT03181,CT03181,A,愛知県,1,0
2024-03-13,CT02730,CT02730,A,福岡県,1,0
2024-03-13,CT02610,CT02610,A,北海道,1,0
2024-03-13,CT01672,CT01672,C,京都府,1,0
2024-03-13,CT05287,CT05287,C,愛知県,1,0
2024-03-13,CT06010,CT06010,C,愛知県,1,0
2024-03-13,CT04350,CT04350,C,京都府,1,0
2024-03-13,CT03235,CT03235,C,神奈川県,1,0
2024-03-13,CT06355,CT06355,C,大阪府,1,0
2024-03-13,CT04105,CT04105,B,愛知県,1,0
2024-03-13,CT02932,CT02932,C,神奈川県,1,0
2024-03-13,CT05362,CT05362,A,神奈川県,1,0
2024-03-13,CT00148,CT00148,A,神奈川県,1,0
2024-03-13,CT01423,CT01423,B,福岡県,1,0
2024-03-13,CT02129,CT02129,A,京都府,1,0
2024-03-13,CT04236,CT04236,A,京都府,1,0
2024-03-13,CT03166,CT03166,C,大阪府,1,0
2024-03-13,CT05450,CT05450,A,大阪府,1,0
2024-03-13,CT04255,CT04255,C,神奈川県,1,0
2024-03-13,CT03427,CT03427,A,福岡県,1,0
2024-03-13,CT04569,CT04569,A,東京都,1,0
2024-03-13,CT00866,CT00866,A,東京都,1,0
2024-03-13,CT01569,CT01569,B,北海道,1,0
2024-03-14,CT00358,CT00358,A,大阪府,1,0
2024-03-14,CT05365,CT05365,A,大阪府,1,0
2024-03-14,CT00386,CT00386,C,愛知県,1,0
2024-03-14,CT05636,CT05636,C,福岡県,1,0
2024-03-14,CT06363,CT06363,B,福岡県,1,0
2024-03-14,CT01010,CT01010,B,東京都,1,0
2024-03-14,CT03291,CT03291,B,福岡県,1,0
2024-03-14,CT05363,CT05363,A,東京都,1,0
2024-03-14,CT04969,CT04969,B,北海道,1,0
2024-03-14,CT04577,CT04577,B,京都府,1,0
2024-03-14,CT04693,CT04693,A,神奈川県,1,0
2024-03-14,CT06951,CT06951,B,福岡県,1,0
2024-03-14,CT00474,CT00474,C,愛知県,1,0
2024-03-14,CT00868,CT00868,C,愛知県,1,0
2024-03-14,CT05322,CT05322,B,福岡県,1,0
2024-03-14,CT05022,CT05022,B,愛知県,1,0
2024-03-14,CT04373,CT04373,A,東京都,1,0
2024-03-14,CT00759,CT00759,C,大阪府,1,0
2024-03-14,CT04970,CT04970,C,京都府,1,0
2024-03-14,CT00930,CT00930,B,東京都,1,0
2024-03-14,CT03178,CT03178,B,北海道,1,0
2024-03-14,CT00648,CT00648,A,神奈川県,1,0
2024-03-14,CT00922,CT00922,A,神奈川県,1,0
2024-03-14,CT02804,CT02804,B,東京都,1,0
2024-03-14,CT00926,CT00926,C,神奈川県,1,0
2024-03-14,CT03699,CT03699,C,大阪府,1,0
2024-03-14,CT01265,CT01265,A,愛知県,1,0
2024-03-14,CT01376,CT01376,B,京都府,1,0
2024-03-14,CT06432,CT06432,C,京都府,1,0
2024-03-14,CT06730,CT06730,A,北海道,1,0
2024-03-14,CT05865,CT05865,A,京都府,1,0
2024-03-14,CT00947,CT00947,B,神奈川県,1,0
2024-03-14,CT02532,CT02532,B,福岡県,1,0
2024-03-14,CT04074,CT04074,C,福岡県,1,0
2024-03-14,CT02656,CT02656,A,大阪府,1,0
2024-03-14,CT06454,CT06454,A,大阪府,1,0
2024-03-14,CT05246,CT05246,C,北海道,1,0
2024-03-14,CT02151,CT02151,B,大阪府,1,0
2024-03-15,CT04986,CT04986,C,北海道,1,0
2024-03-15,CT04775,CT04775,A,北海道,1,0
2024-03-15,CT01426,CT01426,B,大阪府,1,0
2024-03-15,CT05423,CT05423,A,東京都,1,0
2024-03-15,CT01447,CT01447,A,大阪府,1,0
2024-03-15,CT03861,CT03861,A,大阪府,1,0
2024-03-15,CT05787,CT05787,B,神奈川県,1,0
2024-03-15,CT06870,CT06870,A,東京都,1,0
2024-03-15,CT06713,CT06713,C,福岡県,1,0
2024-03-15,CT01036,CT01036,A,京都府,1,0
2024-03-15,CT03570,CT03570,B,大阪府,1,0
2024-03-15,CT02417,CT02417,A,愛知県,1,0
2024-03-15,CT00406,CT00406,A,愛知県,1,0
2024-03-15,CT02006,CT02006,C,北海道,1,0
2024-03-15,CT01727,CT01727,A,神奈川県,1,0
2024-03-15,CT05293,CT05293,B,東京都,1,0
2024-03-15,CT03117,CT03117,B,東京都,1,0
2024-03-15,CT05867,CT05867,C,神奈川県,1,0
2024-03-15,CT00025,CT00025,A,福岡県,1,0
2024-03-15,CT06965,CT06965,A,東京都,1,0
2024-03-15,CT01861,CT01861,A,京都府,1,0
2024-03-15,CT05066,CT05066,C,東京都,1,0
2024-03-15,CT00357,CT00357,C,愛知県,1,0
2024-03-15,CT00619,CT00619,C,愛知県,1,0
2024-03-15,CT03523,CT03523,C,京都府,1,0
2024-03-15,CT06383,CT06383,C,東京都,1,0
2024-03-15,CT04434,CT04434,B,愛知県,1,0
2024-03-15,CT01297,CT01297,C,神奈川県,1,0
2024-03-15,CT06796,CT06796,B,神奈川県,1,0
2024-03-15,CT00953,CT00953,B,大阪府,1,0
2024-03-16,CT05337,CT05337,C,大阪府,1,0
2024-03-16,CT01534,CT01534,C,北海道,1,0
2024-03-16,CT00553,CT00553,C,京都府,1,0
2024-03-16,CT04517,CT04517,B,京都府,1,0
2024-03-16,CT05023,CT05023,A,福岡県,1,0
2024-03-16,CT01364,CT01364,C,愛知県,1,0
2024-03-16,CT01758,CT01758,C,愛知県,1,0
2024-03-16,CT03814,CT03814,C,東京都,1,0
2024-03-16,CT06869,CT06869,A,愛知県,1,0
2024-03-16,CT05829,CT05829,B,大阪府,1,0
2024-03-16,CT04312,CT04312,A,京都府,1,0
2024-03-16,CT06668,CT06668,A,大阪府,1,0
2024-03-16,CT02770,CT02770,B,神奈川県,1,0
2024-03-16,CT00313,CT00313,A,東京都,1,0
2024-03-16,CT02324,CT02324,B,京都府,1,0
2024-03-16,CT06241,CT06241,C,京都府,1,0
2024-03-16,CT01877,CT01877,C,福岡県,1,0
2024-03-16,CT03476,CT03476,C,愛知県,1,0
2024-03-16,CT05732,CT05732,B,北海道,1,0
2024-03-16,CT05291,CT05291,B,愛知県,1,0
2024-03-16,CT00469,CT00469,B,北海道,1,0
2024-03-16,CT01682,CT01682,C,愛知県,1,0
2024-03-16,CT05860,CT05860,B,神奈川県,1,0
2024-03-16,CT00116,CT00116,A,大阪府,1,0
2024-03-16,CT04685,CT04685,B,大阪府,1,0
2024-03-16,CT05969,CT05969,C,神奈川県,1,0
2024-03-16,CT04560,CT04560,A,京都府,1,0
2024-03-16,CT04160,CT04160,A,東京都,1,0
2024-03-16,CT06250,CT06250,C,福岡県,1,0
2024-03-16,CT05413,CT05413,C,愛知県,1,0
2024-03-16,CT03540,CT03540,B,大阪府,1,0
2024-03-16,CT06073,CT06073,C,北海道,1,0
2024-03-16,CT01222,CT01222,B,東京都,1,0
2024-03-16,CT02331,CT02331,A,愛知県,1,0
2024-03-17,CT00416,CT00416,B,北海道,1,0
2024-03-17,CT03623,CT03623,A,愛知県,1,0
2024-03-17,CT00890,CT00890,C,福岡県,1,0
2024-03-17,CT00893,CT00893,C,京都府,1,0
2024-03-17,CT04811,CT04811,C,大阪府,1,0
2024-03-17,CT03925,CT03925,B,東京都,1,0
2024-03-17,CT01630,CT01630,A,大阪府,1,0
2024-03-17,CT06476,CT06476,C,愛知県,1,0
2024-03-17,CT00197,CT00197,A,北海道,1,0
2024-03-17,CT00463,CT00463,B,京都府,1,0
2024-03-17,CT01173,CT01173,B,愛知県,1,0
2024-03-17,CT01116,CT01116,C,大阪府,1,0
2024-03-17,CT05660,CT05660,C,愛知県,1,0
2024-03-17,CT00921,CT00921,B,京都府,1,0
2024-03-17,CT05665,CT05665,C,大阪府,1,0
2024-03-17,CT04311,CT04311,A,大阪府,1,0
2024-03-17,CT03984,CT03984,B,北海道,1,0
2024-03-17,CT03629,CT03629,A,神奈川県,1,0
2024-03-17,CT01704,CT01704,B,京都府,1,0
2024-03-17,CT06761,CT06761,C,東京都,1,0
2024-03-17,CT04249,CT04249,C,愛知県,1,0
2024-03-17,CT05230,CT05230,C,愛知県,1,0
2024-03-17,CT00954,CT00954,A,東京都,1,0
2024-03-17,CT00134,CT00134,C,北海道,1,0
2024-03-17,CT04899,CT04899,A,愛知県,1,0
2024-03-17,CT03098,CT03098,A,神奈川県,1,0
2024-03-17,CT03273,CT03273,C,福岡県,1,0
2024-03-17,CT05921,CT05921,C,愛知県,1,0
2024-03-17,CT02402,CT02402,C,北海道,1,0
2024-03-17,CT03306,CT03306,B,京都府,1,0
2024-03-17,CT01677,CT01677,C,北海道,1,0
2024-03-17,CT03487,CT03487,B,北海道,1,0
2024-03-17,CT04732,CT04732,B,福岡県,1,0
2024-03-17,CT05931,CT05931,B,北海道,1,0
2024-03-17,CT03455,CT03455,A,東京都,1,0
2024-03-17,CT06177,CT06177,C,愛知県,1,0
2024-03-17,CT01254,CT01254,C,福岡県,1,0
2024-03-17,CT06738,CT06738,C,北海道,1,0
2024-03-17,CT02396,CT02396,B,福岡県,1,0
2024-03-17,CT05353,CT05353,A,大阪府,1,0
2024-03-17,CT01465,CT01465,A,北海道,1,0
2024-03-17,CT00805,CT00805,C,神奈川県,1,0
2024-03-17,CT00844,CT00844,C,愛知県,1,0
2024-03-17,CT06599,CT06599,B,愛知県,1,0
2024-03-17,CT06458,CT06458,B,福岡県,1,0
2024-03-18,CT03550,CT03550,B,愛知県,1,0
2024-03-18,CT03336,CT03336,B,神奈川県,1,0
2024-03-18,CT06839,CT06839,B,大阪府,1,0
2024-03-18,CT02772,CT02772,C,京都府,1,0
2024-03-18,CT04989,CT04989,A,東京都,1,0
2024-03-18,CT04092,CT04092,C,大阪府,1,0
2024-03-18,CT05940,CT05940,B,北海道,1,0
2024-03-18,CT04910,CT04910,A,東京都,1,0
2024-03-18,CT05957,CT05957,B,愛知県,1,0
2024-03-18,CT05214,CT05214,A,愛知県,1,0
2024-03-18,CT02497,CT02497,B,愛知県,1,0
2024-03-18,CT01667,CT01667,A,愛知県,1,0
2024-03-18,CT03499,CT03499,C,愛知県,1,0
2024-03-18,CT06762,CT06762,A,東京都,1,0
2024-03-18,CT03763,CT03763,C,北海道,1,0
2024-03-18,CT02696,CT02696,A,福岡県,1,0
2024-03-18,CT03400,CT03400,C,愛知県,1,0
2024-03-18,CT00284,CT00284,C,福岡県,1,0
2024-03-18,CT00369,CT00369,B,北海道,1,0
2024-03-18,CT06502,CT06502,A,神奈川県,1,0
2024-03-18,CT00830,CT00830,A,北海道,1,0
2024-03-18,CT04048,CT04048,A,愛知県,1,0
2024-03-18,CT06740,CT06740,C,福岡県,1,0
2024-03-18,CT03956,CT03956,B,北海道,1,0
2024-03-18,CT02386,CT02386,C,大阪府,1,0
2024-03-18,CT06755,CT06755,B,東京都,1,0
2024-03-18,CT01427,CT01427,C,福岡県,1,0
2024-03-18,CT04137,CT04137,B,北海道,1,0
2024-03-18,CT00727,CT00727,B,大阪府,1,0
2024-03-18,CT03033,CT03033,B,愛知県,1,0
2024-03-18,CT03123,CT03123,C,福岡県,1,0
2024-03-18,CT05699,CT05699,A,大阪府,1,0
2024-03-18,CT04276,CT04276,B,愛知県,1,0
2024-03-18,CT05756,CT05756,C,神奈川県,1,0
2024-03-18,CT00142,CT00142,C,北海道,1,0
2024-03-18,CT06617,CT06617,B,大阪府,1,0
2024-03-18,CT03598,CT03598,C,福岡県,1,0
2024-03-18,CT01526,CT01526,A,神奈川県,1,0
2024-03-18,CT03142,CT03142,A,北海道,1,0
2024-03-18,CT05751,CT05751,B,北海道,1,0
2024-03-18,CT00505,CT00505,B,北海道,1,0
2024-03-18,CT06292,CT06292,C,北海道,1,0
2024-03-18,CT03224,CT03224,C,北海道,1,0
2024-03-18,CT01627,CT01627,B,福岡県,1,0
2024-03-18,CT00465,CT00465,B,愛知県,1,0
2024-03-18,CT03617,CT03617,A,福岡県,1,0
2024-03-18,CT01748,CT01748,C,東京都,1,0
2024-03-18,CT02361,CT02361,C,東京都,1,0
2024-03-18,CT03094,CT03094,A,福岡県,1,0
2024-03-18,CT01170,CT01170,A,神奈川県,1,0
2024-03-18,CT03272,CT03272,C,福岡県,1,0
2024-03-18,CT03154,CT03154,A,東京都,1,0
2024-03-18,CT04480,CT04480,C,神奈川県,1,0
2024-03-18,CT05911,CT05911,A,京都府,1,0
2024-03-19,CT05618,CT05618,C,大阪府,1,0
2024-03-19,CT04784,CT04784,C,神奈川県,1,0
2024-03-19,CT01965,CT01965,C,東京都,1,0
2024-03-19,CT05945,CT05945,A,大阪府,1,0
2024-03-19,CT01156,CT01156,A,東京都,1,0
2024-03-19,CT04139,CT04139,B,京都府,1,0
2024-03-19,CT00604,CT00604,C,北海道,1,0
2024-03-19,CT06362,CT06362,C,愛知県,1,0
2024-03-19,CT04633,CT04633,C,京都府,1,0
2024-03-19,CT06230,CT06230,B,福岡県,1,0
2024-03-19,CT00772,CT00772,C,神奈川県,1,0
2024-03-19,CT06366,CT06366,A,東京都,1,0
2024-03-19,CT04973,CT04973,C,愛知県,1,0
2024-03-19,CT01696,CT01696,B,大阪府,1,0
2024-03-19,CT05958,CT05958,B,大阪府,1,0
2024-03-19,CT04755,CT04755,A,神奈川県,1,0
2024-03-19,CT03246,CT03246,A,福岡県,1,0
2024-03-19,CT01257,CT01257,A,大阪府,1,0
2024-03-19,CT01436,CT01436,C,愛知県,1,0
2024-03-19,CT01003,CT01003,C,福岡県,1,0
2024-03-19,CT03062,CT03062,C,東京都,1,0
2024-03-19,CT04114,CT04114,B,愛知県,1,0
2024-03-19,CT00320,CT00320,B,神奈川県,1,0
2024-03-19,CT03661,CT03661,B,東京都,1,0
2024-03-19,CT01533,CT01533,A,愛知県,1,0
2024-03-19,CT05223,CT05223,C,大阪府,1,0
2024-03-19,CT00177,CT00177,B,神奈川県,1,0
2024-03-19,CT01663,CT01663,C,福岡県,1,0
2024-03-19,CT05532,CT05532,C,北海道,1,0
2024-03-19,CT00069,CT00069,B,福岡県,1,0
2024-03-19,CT01992,CT01992,B,福岡県,1,0
2024-03-19,CT05869,CT05869,C,北海道,1,0
2024-03-19,CT03034,CT03034,C,大阪府,1,0
2024-03-19,CT06940,CT06940,C,神奈川県,1,0
2024-03-19,CT02436,CT02436,A,福岡県,1,0
2024-03-19,CT06473,CT06473,B,北海道,1,0
2024-03-19,CT06827,CT06827,A,北海道,1,0
2024-03-19,CT03353,CT03353,A,北海道,1,0
2024-03-19,CT04347,CT04347,A,京都府,1,0
2024-03-19,CT03701,CT03701,A,大阪府,1,0
2024-03-20,CT00585,CT00585,B,北海道,1,0
2024-03-20,CT03244,CT03244,A,北海道,1,0
2024-03-20,CT05522,CT05522,A,東京都,1,0
2024-03-20,CT02557,CT02557,B,神奈川県,1,0
2024-03-20,CT03226,CT03226,B,大阪府,1,0
2024-03-20,CT04651,CT04651,C,東京都,1,0
2024-03-20,CT04657,CT04657,B,東京都,1,0
2024-03-20,CT00215,CT00215,A,北海道,1,0
2024-03-20,CT00626,CT00626,A,愛知県,1,0
2024-03-20,CT04225,CT04225,C,東京都,1,0
2024-03-20,CT04682,CT04682,A,福岡県,1,0
2024-03-20,CT00756,CT00756,A,神奈川県,1,0
2024-03-20,CT02484,CT02484,A,愛知県,1,0
2024-03-20,CT05669,CT05669,A,東京都,1,0
2024-03-20,CT00481,CT00481,C,東京都,1,0
2024-03-20,CT02649,CT02649,A,東京都,1,0
2024-03-20,CT00646,CT00646,C,東京都,1,0
2024-03-20,CT03296,CT03296,A,福岡県,1,0
2024-03-20,CT05168,CT05168,C,京都府,1,0
2024-03-20,CT02675,CT02675,C,神奈川県,1,0
2024-03-20,CT06310,CT06310,A,東京都,1,0
2024-03-20,CT00814,CT00814,A,東京都,1,0
2024-03-20,CT02666,CT02666,A,東京都,1,0
2024-03-20,CT02653,CT02653,C,北海道,1,0
2024-03-20,CT05488,CT05488,B,愛知県,1,0
2024-03-20,CT05075,CT05075,B,北海道,1,0
2024-03-20,CT02654,CT02654,A,京都府,1,0
2024-03-20,CT04536,CT04536,B,東京都,1,0
2024-03-20,CT03182,CT03182,B,京都府,1,0
2024-03-20,CT06159,CT06159,C,北海道,1,0
2024-03-20,CT03974,CT03974,C,京都府,1,0
2024-03-20,CT06061,CT06061,B,神奈川県,1,0
2024-03-20,CT00573,CT00573,B,京都府,1,0
2024-03-20,CT00279,CT00279,C,東京都,1,0
2024-03-20,CT00682,CT00682,A,神奈川県,1,0
2024-03-20,CT03457,CT03457,C,福岡県,1,0
2024-03-21,CT03221,CT03221,B,愛知県,1,0
2024-03-21,CT01356,CT01356,B,愛知県,1,0
2024-03-21,CT03175,CT03175,B,東京都,1,0
2024-03-21,CT01945,CT01945,B,愛知県,1,0
2024-03-21,CT01710,CT01710,C,大阪府,1,0
2024-03-21,CT06038,CT06038,A,神奈川県,1,0
2024-03-21,CT02148,CT02148,A,福岡県,1,0
2024-03-21,CT06647,CT06647,B,東京都,1,0
2024-03-21,CT01858,CT01858,C,福岡県,1,0
2024-03-21,CT00907,CT00907,A,愛知県,1,0
2024-03-21,CT05311,CT05311,A,愛知県,1,0
2024-03-21,CT02388,CT02388,A,福岡県,1,0
2024-03-21,CT04932,CT04932,C,京都府,1,0
2024-03-21,CT02633,CT02633,B,北海道,1,0
2024-03-21,CT06983,CT06983,B,愛知県,1,0
2024-03-21,CT06674,CT06674,C,愛知県,1,0
2024-03-21,CT00187,CT00187,B,北海道,1,0
2024-03-21,CT05996,CT05996,C,北海道,1,0
2024-03-21,CT01985,CT01985,B,福岡県,1,0
2024-03-21,CT03408,CT03408,B,東京都,1,0
2024-03-21,CT02167,CT02167,B,京都府,1,0
2024-03-21,CT01793,CT01793,B,北海道,1,0
2024-03-21,CT04869,CT04869,B,大阪府,1,0
2024-03-21,CT01266,CT01266,A,大阪府,1,0
2024-03-21,CT06639,CT06639,A,福岡県,1,0
2024-03-21,CT06232,CT06232,C,愛知県,1,0
2024-03-21,CT03599,CT03599,C,北海道,1,0
2024-03-21,CT00322,CT00322,C,大阪府,1,0
2024-03-21,CT04369,CT04369,B,愛知県,1,0
2024-03-21,CT00859,CT00859,C,北海道,1,0
2024-03-21,CT01814,CT01814,B,愛知県,1,0
2024-03-21,CT03808,CT03808,A,愛知県,1,0
2024-03-21,CT03315,CT03315,A,福岡県,1,0
2024-03-21,CT05050,CT05050,B,北海道,1,0
2024-03-21,CT00130,CT00130,C,京都府,1,0
2024-03-21,CT01249,CT01249,C,北海道,1,0
2024-03-21,CT00562,CT00562,B,愛知県,1,0
2024-03-21,CT05361,CT05361,C,京都府,1,0
2024-03-21,CT06499,CT06499,B,京都府,1,0
2024-03-21,CT02177,CT02177,C,愛知県,1,0
2024-03-21,CT03122,CT03122,C,神奈川県,1,0
2024-03-21,CT05267,CT05267,C,京都府,1,0
2024-03-21,CT02197,CT02197,C,京都府,1,0
2024-03-21,CT01448,CT01448,B,福岡県,1,0
2024-03-21,CT01256,CT01256,C,大阪府,1,0
2024-03-22,CT04870,CT04870,A,東京都,1,0
2024-03-22,CT00849,CT00849,A,神奈川県,1,0
2024-03-22,CT04880,CT04880,B,神奈川県,1,0
2024-03-22,CT03053,CT03053,A,愛知県,1,0
2024-03-22,CT02663,CT02663,B,京都府,1,0
2024-03-22,CT02657,CT02657,B,京都府,1,0
2024-03-22,CT03048,CT03048,A,北海道,1,0
2024-03-22,CT03044,CT03044,A,東京都,1,0
2024-03-22,CT04915,CT04915,A,大阪府,1,0
